CONTROLE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0CP_03 21 00.00_kg_4,,,,,,,,,,,17649.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17649.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0CP_03 31 00.00_kg_2,4579.41,,,754.552,,,730.343,636.778,,478.828,,,,,,29529.4,,,788.732,770.283,693.255,,2405.66,693.255,441.629,,,,,821.636,1216.96,808.853,,410.818,,808.853,480.711,1443.29,,,,,374.358,,,770.282,570.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.4,,,,6848.85,1920,,2591.84,6577.2,15893.7,4914,4089.08,4320,4865.73,3454.44,768,1182.72,1432.9,3067.2,7678.7,,4579.41,,,754.552,,,730.343,636.778,,478.828,,,,,,29529.4,,,788.732,770.283,693.255,,2405.66,693.255,441.629,,,,,821.636,1216.96,808.853,,410.818,,808.853,480.711,1443.29,,,,,374.358,,,770.282,570.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.4,,,,6848.85,1920,,2591.84,6577.2,15893.7,4914,4089.08,4320,4865.73,3454.44,768,1182.72,1432.9,3067.2,7678.7
000_A1010.30.0CP_03 31 00.00_kg_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0CP_06 15 19.00_kg_2,4.75667,,,24.914,,,,11.7934,,33.537,,,,,,143.732,,,172.478,0.616411,28.6107,,38.3285,7.96054,5.63164,,,,52.4539,36.7281,11.2866,8.0379,,34.815,,3.00977,79.6054,54.5929,274.228,,,,14.2552,,,58.4622,0.184278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75667,,,24.914,,,,11.7934,,33.537,,,,,,143.732,,,172.478,0.616411,28.6107,,38.3285,7.96054,5.63164,,,,52.4539,36.7281,11.2866,8.0379,,34.815,,3.00977,79.6054,54.5929,274.228,,,,14.2552,,,58.4622,0.184278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0CP_06 15 19.00_kg_5,,,,,,,3.00977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0SF_03 21 00.00_kg_4,,,,,,,,,,,74940.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74940.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1010.30.0SF_03 31 00.00_kg_2,,,,,,,,,,,,,,,,,,,343.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720,7014.45,,,36716.7,44081.3,70137.6,10144.8,27844.8,351847,18662.4,12524.4,15552,19920,17820,1920,3486,7524,12258,25920,,,,,,,,,,,,,,,,,,,,343.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720,7014.45,,,36716.7,44081.3,70137.6,10144.8,27844.8,351847,18662.4,12524.4,15552,19920,17820,1920,3486,7524,12258,25920
000_A1010.30.0SF_03 31 00.00_kg_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8,153.6,240,76.8,307.2,307.2,153.6,384,120,,614.4,249.6,153.6,,76.8,153.6,196.8,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8,153.6,240,76.8,307.2,307.2,153.6,384,120,,614.4,249.6,153.6,,76.8,153.6,196.8,120,,,,,,,,,,,,,,,,,,,,
000_A1010.90.000_07 26 16.00_kg_2,,,,,,,,,,,,,,,,,,,,,0.902673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1020.20.000_03 00 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1020.20.000_03 21 00.00_kg_4,,,,,,,,,,,,,,,,,,,,,,,,,,,100763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1020.60.000_03 00 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A1020.80.000_03 21 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.699,2890.13,232.672,933.096,6383.75,453.294,552.094,89.0527,682.641,369.517,,,612.892,701.455,390.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.699,2890.13,232.672,933.096,6383.75,453.294,552.094,89.0527,682.641,369.517,,,612.892,701.455,390.799
000_A1020.80.000_03 31 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952,,,,,5376.15,33570.9,3074.08,14248,89505.9,8110.89,5872.75,1020,8886.81,5647,,,7943.38,8537.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952,,,,,5376.15,33570.9,3074.08,14248,89505.9,8110.89,5872.75,1020,8886.81,5647,,,7943.38,8537.83,
000_A2010.90.000_07 26 16.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1186,
000_A4010.10.000_03 00 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 21 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.475,84.3556,50.4286,,634.417,387.648,816.983,,402.018,1227.87,261.394,310.434,157.193,271.135,297.877,211.479,115.707,145.497,172.314,470.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.475,84.3556,50.4286,,634.417,387.648,816.983,,402.018,1227.87,261.394,310.434,157.193,271.135,297.877,211.479,115.707,145.497,172.314,470.074
000_A4010.10.000_03 21 00.00_kg_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.039,511.335,326.389,338.937,301.891,678.1,282.749,385.631,288.05,501.546,239.649,245.312,233.3,774.926,257.282,339.379,288.263,296.441,201.236,409.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.039,511.335,326.389,338.937,301.891,678.1,282.749,385.631,288.05,501.546,239.649,245.312,233.3,774.926,257.282,339.379,288.263,296.441,201.236,409.139,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 21 00.00_kg_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14850.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14850.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 21 13.00_kg_2,,,,,,,,,,,,,,,,432.934,,,,,,233.143,,,,,,,,,,,,,,,,358.033,,,,48.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.934,,,,,,233.143,,,,,,,,,,,,,,,,358.033,,,,48.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 21 13.00_kg_3,216.449,,,,,,,,956.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.449,,,,,,,,956.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 22 13.00_kg_5,,,57.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3369,,64.4233,76.82,,,,,,,1.2,2.02004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3369,,64.4233,76.82,,,,,,,1.2,2.02004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_03 31 00.00_kg_2,16985.7,,8199.16,,,,,8090.1,16985.7,,,,,11952.6,,11667,,,,,,16985.7,16985.7,,3457.39,,,,10110.6,,8192.87,4003.75,,,,4080.78,,8468.01,,,5518.51,,11169.6,7232.42,,,5622.97,,9240.6,6611.22,,,,,,,14398.5,20002.5,,,,,,,,,,,,,,,26454.7,,49965.8,,44779.5,43557.3,,79722.1,,,,74303.5,,,51403.4,,34148.1,,7666.22,8566.78,3313.74,5258.59,31803.2,8914.02,,9264.35,20128.2,67390,30346,23571,17702.6,20888.2,19161,16138.3,9204.19,8287.87,12790.2,32164.8,,16985.7,,8199.16,,,,,8090.1,16985.7,,,,,11952.6,,11667,,,,,,16985.7,16985.7,,3457.39,,,,10110.6,,8192.87,4003.75,,,,4080.78,,8468.01,,,5518.51,,11169.6,7232.42,,,5622.97,,9240.6,6611.22,,,,,,,14398.5,20002.5,,,,,,,,,,,,,,,26454.7,,49965.8,,44779.5,43557.3,,79722.1,,,,74303.5,,,51403.4,,34148.1,,7666.22,8566.78,3313.74,5258.59,31803.2,8914.02,,9264.35,20128.2,67390,30346,23571,17702.6,20888.2,19161,16138.3,9204.19,8287.87,12790.2,32164.8
000_A4010.10.000_03 31 00.00_kg_3,,,,,,,5497.85,,,,,,,,,,,,,,,,,,,16985.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83527.5,56829.4,2085.95,56705.2,,75171.3,,,66527.9,,38785.8,41323,39400.1,,41256.9,56232.4,,48921.5,,68060.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497.85,,,,,,,,,,,,,,,,,,,16985.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83527.5,56829.4,2085.95,56705.2,,75171.3,,,66527.9,,38785.8,41323,39400.1,,41256.9,56232.4,,48921.5,,68060.3,,,,,,,,,,,,,,,,,,,,
000_A4010.10.000_32 11 23.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 21 13.00_kg_2,16.7488,,,,,,,,5.14781,,,,19.1598,,,,,,,,51.9899,284.059,33.774,,,15.3922,,,106.994,,69.5453,61.5526,,33.006,,32.9093,,,,,,,,21.1955,80.4108,88.294,,,,645.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7488,,,,,,,,5.14781,,,,19.1598,,,,,,,,51.9899,284.059,33.774,,,15.3922,,,106.994,,69.5453,61.5526,,33.006,,32.9093,,,,,,,,21.1955,80.4108,88.294,,,,645.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 21 13.00_kg_3,,27.1446,15.0979,36.207,,,32.4,38.8169,,38.8708,,20.8188,,,,59.3142,13.8218,183.051,,,,,,23.327,36.2066,,,44.9568,,,,,47.234,,45.483,,72.4193,29.0326,70.5119,,16.0415,,154.707,,,,44.9236,,47.0961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1446,15.0979,36.207,,,32.4,38.8169,,38.8708,,20.8188,,,,59.3142,13.8218,183.051,,,,,,23.327,36.2066,,,44.9568,,,,,47.234,,45.483,,72.4193,29.0326,70.5119,,16.0415,,154.707,,,,44.9236,,47.0961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 21 13.00_kg_5,,,,,,,,,,,,,,,,,,,,12.2671,,,,,,,,,,16.9851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2671,,,,,,,,,,16.9851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 22 13.00_kg_2,,,,,,,,,13.309,,,,,,,,,,,,,72.9954,,,,,,,,,,,,,,,,,,,,,,,9.23969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.309,,,,,,,,,,,,,72.9954,,,,,,,,,,,,,,,,,,,,,,,9.23969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 22 13.00_kg_5,,,9.85172,,,,,,,,,,14.2339,,,,,,,6.74719,,,,,,,,,,3.79639,,,,,,,,,,,9.38985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85172,,,,,,,,,,14.2339,,,,,,,6.74719,,,,,,,,,,3.79639,,,,,,,,,,,9.38985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 31 00.00_kg_2,,512.357,1695.7,855.022,,,628.542,8782.77,3069.63,789.04,,,1633.32,,,1651.95,,6271.26,,1016.26,2569.69,12564.2,19421.5,721.399,1218.62,,,993.38,5090.02,545.756,2404.65,1804.03,960.543,739.966,2352.34,889.61,,935.947,1942.25,,1077.47,,3215.49,1379.83,7791.77,1495.02,1659.73,,1159.25,17767.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.357,1695.7,855.022,,,628.542,8782.77,3069.63,789.04,,,1633.32,,,1651.95,,6271.26,,1016.26,2569.69,12564.2,19421.5,721.399,1218.62,,,993.38,5090.02,545.756,2404.65,1804.03,960.543,739.966,2352.34,889.61,,935.947,1942.25,,1077.47,,3215.49,1379.83,7791.77,1495.02,1659.73,,1159.25,17767.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4020.10.000_03 31 00.00_kg_3,2102.99,,,,,,,,,,,4972.3,,,1020.46,,738.341,,,,,,,,,2337.16,,,,,,,,,,,1963.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.99,,,,,,,,,,,4972.3,,,1020.46,,738.341,,,,,,,,,2337.16,,,,,,,,,,,1963.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4040.10.000_03 00 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4090.10.000_07 21 13.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4090.10.000_07 24 13.00_kg_2,,,237.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4090.20.000_07 26 13.00_kg_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.411,,,,,,,,,,,,234.017,568.202,303.733,,,370.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.411,,,,,,,,,,,,234.017,568.202,303.733,,,370.974,,,,,,,,,,,,,,,,,,,,,,
000_A4090.20.000_07 26 16.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.648,,,211.38,,,,,,50.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.648,,,211.38,,,,,,50.6206,,,,
000_A4090.20.000_07 26 16.00_kg_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.064,276.598,430.827,336.242,522.093,334.509,326.365,507.184,625.154,,313.178,,,,379.67,390.858,,255.835,390.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.064,276.598,430.827,336.242,522.093,334.509,326.365,507.184,625.154,,313.178,,,,379.67,390.858,,255.835,390.818,,,,,,,,,,,,,,,,,,,,
000_A4090.60.000_03 22 13.00_kg_2,,,,,,,,,,,,,,104.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4090.60.000_03 31 00.00_kg_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A4090.60.000_32 11 23.00_kg_2,,,,,,,,11855.5,,,,,,14450.5,,,,,,,,10001.2,9457.15,,4458.58,9680.85,,,,,7924.02,4130.53,,,,4209.99,,,,,5337.42,,10803.1,6995.09,,,9064.1,,10724.8,10657.1,,,,,,,20157.9,14935.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.72,10655.9,7551.9,,28019.7,24537.3,69543.1,5667.78,28945,46872.3,26554,24098.3,37484.4,23134.1,17674.4,10304.2,6006.15,10472.1,8929.88,26161.4,,,,,,,,,11855.5,,,,,,14450.5,,,,,,,,10001.2,9457.15,,4458.58,9680.85,,,,,7924.02,4130.53,,,,4209.99,,,,,5337.42,,10803.1,6995.09,,,9064.1,,10724.8,10657.1,,,,,,,20157.9,14935.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8460.72,10655.9,7551.9,,28019.7,24537.3,69543.1,5667.78,28945,46872.3,26554,24098.3,37484.4,23134.1,17674.4,10304.2,6006.15,10472.1,8929.88,26161.4
000_A4090.60.000_32 11 23.00_kg_3,8224.71,,9516.16,,,,5671.93,,15266.5,,,,,,986.976,11284.2,,,,,,,,,,,,,9778.84,,,,,,,,,8190.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8224.71,,9516.16,,,,5671.93,,15266.5,,,,,,986.976,11284.2,,,,,,,,,,,,,9778.84,,,,,,,,,8190.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000_A5010.10.FGB_03 00 00.00_kg_2,,,,,,,,,,,80616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
